pid,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
8043,203,37,37061,54620,31080,NA,O,8880,67,NA,1,1,5,3,1,1,1,5,1,0,1,2,0,2,2,2,2,4,2,2,2,0,1064,2,1,1,3,NA,NA,CALUMET CITY,60409,3392,0.11468160377358493,0.6550707547169812,0,0.22376179245283015,0.01297169811320754,10487,Calumet City,0,0,3,1,0,0,SCHOOL DISTRICT 155,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,26.203,43587,FALSE,TRUE,TRUE
8044,205,31,31150,371860,52650,NA,T,5850,103,NA,4,1,6,3,1,1,1,5,2,1,2,1,0,NA,NA,2,2,3,1,2,2,0,1341,2,1,1,1,NA,1,LA GRANGE PARK,60526,4538,0.9484354341119436,0.00550903481710004,0,0.04385191714411635,0.00440722785368003,40793,La Grange Park,0,0,1,0,0,0,SCHOOL DISTRICT  102,LYONS TOWNSHIP HIGH SCHOOL  204,9.766,135208,FALSE,TRUE,TRUE
8045,211,71,71260,193310,46870,NA,W,3750,95,2,2,2,10,4,1,3,2,5,2,0,3,2,0,2,NA,2,2,3,1,2,2,0,2492,2,2,2,NA,NA,1,CHICAGO,60641,5624,0.1248221906116643,0.0215149359886202,0.01369132290184921,0.8280583214793741,0.01866998577524893,14000,Chicago,0,0,1,0,0,0,FALCONER,FOREMAN HS,6.894,59246,FALSE,TRUE,TRUE
8046,234,12,12043,95210,78480,NA,W,16523,28,NA,3,1,6,3,3,1,1,5,1,1,3,1,1,2,NA,2,2,3,2,1,2,0,1299,2,1,4,NA,NA,NA,LYNWOOD,60411,8891,0.2217973231357553,0.6219772803959059,0.00236193903947812,0.1336182656619053,0.02924305477449106,45421,Lynwood,0,0,1,0,0,0,SCHOOL DISTRICT  171,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,15.182,54518,FALSE,TRUE,TRUE
8047,211,70,70030,89760,36600,NA,W,2928,113,2,2,2,6,4,1,1,1,5,2,0,3,2,2,2,2,2,2,7,NA,NA,NA,0,2572,2,2,2,NA,NA,NA,CHICAGO,60637,3036,0.00889328063241106,0.955862977602108,0,0.01482213438735177,0.02503293807641633,14000,Chicago,0,0,1,0,0,0,TILL,HIRSCH HS,6.89,18983,FALSE,FALSE,TRUE
8048,205,20,20080,174550,45000,GD,W,5000,74,NA,2,1,6,3,1,3,2,5,2,0,3,1,0,2,2,2,2,3,1,2,2,0,1391,2,1,2,NA,NA,1,ELMWOOD PARK,60707,6466,0.5850603154964429,0.06155273739560779,0.03959171048561707,0.3137952366223322,0,23724,Elmwood Park,0,0,1,0,0,0,SCHOOL DISTRICT UNIT  401,SCHOOL DISTRICT UNIT  401,10.001,52871,FALSE,TRUE,TRUE
8049,211,77,77013,114090,33460,NA,W,3937,107,2,1,1,7,4,2,3,1,5,2,0,3,2,0,NA,NA,2,2,1,1,2,2,0,2560,2,2,2,NA,NA,NA,CHICAGO,60651,3934,0.03558718861209965,0.7968988307066599,0,0.16573462125063548,0.00355871886120996,14000,Chicago,0,0,1,0,0,0,BRUNSON,AUSTIN CCA HS,6.89,29917,FALSE,TRUE,TRUE
8050,202,72,72200,91170,35280,NA,W,4410,68,NA,2,1,4,2,1,3,1,2,2,0,2,1,0,NA,NA,2,2,1,1,2,2,0,948,2,1,1,3,NA,NA,CHICAGO,60652,6994,0.03002573634543895,0.8311409779811266,0.00943665999428081,0.0550471832999714,0.14869888475836432,14000,Chicago,0,0,3,1,0,0,CARROLL,BOGAN HS,6.949,66886,FALSE,TRUE,TRUE
8051,205,31,31150,354320,56250,NA,W,6250,132,NA,1,1,6,3,1,3,1,5,1,1,3,1,1,2,2,2,2,7,NA,NA,NA,0,1874,3,1,2,NA,NA,NA,LA GRANGE PARK,60526,4538,0.9484354341119436,0.00550903481710004,0,0.04385191714411635,0.00440722785368003,40793,La Grange Park,0,0,1,0,0,0,SCHOOL DISTRICT  102,LYONS TOWNSHIP HIGH SCHOOL  204,9.766,135208,FALSE,FALSE,TRUE
8052,205,39,39080,159020,40200,NA,W,6700,70,NA,2,1,5,3,1,3,1,5,1,0,3,1,0,NA,NA,2,2,2,1,2,2,0,1152,2,1,2,NA,NA,NA,EVERGREEN PARK,60805,5195,0.670259865255053,0.17035611164581327,0.02771896053897979,0.10914340712223292,0.02483156881616939,24634,Evergreen Park,0,0,1,0,0,0,SCHOOL DISTRICT  124,COMMUNITY HIGH SCHOOL  231,13.318,71393,FALSE,TRUE,TRUE
8053,205,11,11040,199880,51060,NA,W,4750,98,NA,2,1,7,4,1,3,1,5,1,0,2,2,0,2,2,2,2,3,1,2,2,0,1643,2,1,2,3,NA,1,BERWYN,60402,3593,0.34734205399387696,0.01502922349011967,0.0520456443083774,0.5763985527414417,0.01836905093236849,05573,Berwyn,0,0,1,0,0,0,SCHOOL DISTRICT  100,BERWYN CICERO STICKNEY HIGH SCHOOL 201,15.456,69167,FALSE,TRUE,TRUE
8054,211,72,72171,27330,46870,NA,W,6250,110,2,2,2,11,5,1,1,2,5,2,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,2488,2,2,2,NA,NA,NA,CHICAGO,60621,2910,0.00343642611683848,0.9240549828178696,3.436426116838488e-4,0.06735395189003436,0.00893470790378006,14000,Chicago,0,0,5,0,0,0,WENTWORTH,ROBESON HS,6.89,21266,FALSE,FALSE,TRUE
8055,234,31,31102,238690,47900,NA,W,7370,55,NA,2,1,6,4,3,1,1,5,1,0,3,2,1,2,2,2,2,3,2,1,2,0,1556,2,1,4,NA,NA,NA,WESTCHESTER,60154,5569,0.664571736397917,0.07739270964266474,0.059974860836775,0.192853295026037,0.01041479619321242,80047,Westchester,0,0,1,0,0,0,SCHOOL DISTRICT 92 1/2,PROVISO TOWNSHIP HIGH SCHOOL 209,9.688,85958,FALSE,TRUE,TRUE
8056,204,19,19040,449480,278630,NA,T,101320,32,NA,2,4,10,5,3,3,1,5,1,2,3,4,0,1,NA,1,2,6,2,1,2,643,3788,2,1,1,NA,NA,NA,LEMONT,60439,5640,0.9088652482269504,0.02907801418439716,0.02127659574468085,0.04078014184397163,0,NA,NA,0,0,1,0,0,0,COMBINED SCHOOL DISTRICT C.C. NO. 113A,LEMONT TOWNSHIP HIGH SCHOOL  210,7.395,71250,FALSE,TRUE,TRUE
8057,203,16,16100,234230,59180,NA,W,9106,66,NA,3,1,6,4,4,3,1,5,2,1,2,2,0,2,NA,2,2,1,3,1,2,0,1556,2,1,1,3,NA,NA,MOUNT PROSPECT,60056,4832,0.8950745033112583,0,0.00496688741721854,0.0933360927152318,0.01324503311258278,51089,Mount Prospect,0,0,1,0,0,0,SCHOOL DISTRICT  57,ARLINGTON HTS TWNSHP H S 214,9.405,102135,FALSE,TRUE,TRUE
8058,211,73,73070,463060,195000,NA,T,3750,109,2,2,2,11,6,1,3,2,5,2,0,3,2,0,2,1,2,2,3,1,2,2,0,2270,2,2,2,NA,NA,1,CHICAGO,60618,6069,0.834733893557423,0.00576701268742791,0.02850551985500082,0.07546548030977096,0.11105618718075463,14000,Chicago,0,0,5,1,0,0,BELL,LAKE VIEW HS,6.89,133845,FALSE,TRUE,TRUE
8059,295,73,73150,389870,77790,NA,W,1144,39,NA,2,1,6,3,2,3,1,5,1,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,1530,2,1,3,NA,NA,NA,CHICAGO,60657,3448,0.7140371229698376,0.04901392111368909,0.11165893271461716,0.06815545243619489,0.103538283062645,14000,Chicago,0,0,1,0,0,0,ALCOTT ES,LINCOLN PARK HS,6.89,99213,FALSE,FALSE,TRUE
8060,211,24,24013,576110,71210,NA,W,8632,61,6,2,2,30,18,1,2,1,5,2,0,3,6,6,2,2,2,2,7,NA,NA,NA,0,6300,2,2,2,NA,NA,NA,NILES,60714,3634,0.7553659878921298,0.06081452944413869,0.09851403412217942,0.07512383048981838,0.01733626857457347,53000,Niles,0,0,5,0,0,1,SCHOOL DISTRICT 71,COMMUNITY HIGH SCHOOL  219,7.25,50291,FALSE,FALSE,TRUE
8061,211,72,72071,91600,30000,NA,W,3750,107,2,2,1,9,5,1,3,2,5,2,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,2098,2,2,2,NA,NA,NA,CHICAGO,60629,5622,0.01262895766631092,0.5499822127356813,1.7787264318747776e-4,0.4372109569548204,0,14000,Chicago,0,0,1,0,0,0,MORRILL,GAGE PARK HS,6.934,26498,FALSE,FALSE,TRUE
8062,202,72,72170,35770,23430,NA,W,3125,43,NA,1,1,4,2,3,3,1,5,2,0,3,1,0,2,NA,2,2,3,1,2,2,0,680,2,1,1,NA,NA,NA,CHICAGO,60621,2433,0,0.9654747225647348,0,0.02342786683107275,0.01109741060419235,14000,Chicago,0,0,6,1,0,0,BOND,ROBESON HS,6.873317191283292,38385,FALSE,TRUE,TRUE
8063,203,12,12086,66330,23100,NA,W,6600,54,NA,2,1,6,3,1,3,1,5,2,0,3,1,0,2,2,2,2,3,1,2,2,0,1524,2,1,1,NA,NA,NA,CHICAGO HEIGHTS,60411,4223,0.2682926829268293,0.5292446128344779,0.00710395453469097,0.1311863604072934,0.12313521193464362,14026,Chicago Heights,0,0,1,0,0,0,SCHOOL DISTRICT  170,BLOOM TOWNSHIP HIGH SCHOOL  206,19.75,70313,FALSE,TRUE,TRUE
8064,234,22,22040,170110,39060,NA,W,6250,31,NA,3,1,6,3,3,1,1,5,1,0,3,1,1,2,NA,2,2,3,1,2,2,0,1006,2,1,4,NA,NA,NA,DES PLAINES,60018,4483,0.5277715815302253,0.03033682801695293,0.08788757528440776,0.3241133169752398,0.05978139638634842,19642,Des Plaines,0,0,1,0,0,1,SCHOOL DISTRICT C C  62,MAINE TOWNSHIP HIGH SCHOOL  207,9.229,71359,FALSE,TRUE,TRUE
8065,202,72,72030,129780,45310,AV,W,4531,67,NA,1,2,4,2,2,3,1,2,2,0,3,1,0,NA,NA,2,2,1,1,2,2,0,960,2,1,1,NA,NA,NA,CHICAGO,60632,2230,0.25739910313901343,0,0.04125560538116592,0.7013452914798206,0,14000,Chicago,0,0,1,0,0,0,PASTEUR,CURIE HS,6.934,51333,FALSE,TRUE,TRUE
8066,234,19,19050,266290,53530,NA,W,9310,31,NA,2,1,6,3,3,1,1,5,1,1,3,2,1,2,2,2,2,3,2,1,2,0,1438,2,1,4,NA,NA,NA,LEMONT,60439,6124,0.8585891574134552,0,0.0225342913128674,0.0948726322664925,0.04555845852384063,42795,Lemont,0,0,1,0,0,0,COMBINED SCHOOL DISTRICT C.C. NO. 113A,LEMONT TOWNSHIP HIGH SCHOOL  210,7.932,92984,FALSE,TRUE,TRUE
8067,295,13,13171,130330,18330,NA,W,1560,49,NA,3,1,6,3,1,1,1,5,1,0,3,2,1,2,NA,2,2,1,2,1,1,0,1433,2,1,2,NA,NA,NA,TINLEY PARK,60477,4291,0.7848986250291308,0.02097413190398508,0.0393847587974831,0.1412258214868329,0.01841062689349801,75484,Tinley Park,0,0,1,0,0,0,SCHOOL DISTRICT C C  146,COMMUNITY HIGH SCHOOL  228,14.44,61774,FALSE,TRUE,TRUE
8068,203,35,35020,161650,60740,NA,W,14294,60,NA,3,1,6,3,3,3,1,5,2,0,3,2,0,2,NA,2,2,1,1,1,2,0,1485,2,1,1,NA,NA,NA,HOFFMAN ESTATES,60169,3351,0.5431214562817069,0.03431811399582214,0.24679200238734705,0.135183527305282,0.08116980005968367,35411,Hoffman Estates,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,10.04,85040,FALSE,TRUE,TRUE
8069,295,24,24103,313870,30180,NA,W,3018,20,NA,3,1,8,4,1,1,1,5,1,1,3,2,1,2,1,2,2,3,3,1,1,0,2088,2,1,2,NA,NA,NA,LINCOLNWOOD,60712,4052,0.6236426456071076,0,0.30009871668311944,0.06688055281342548,0.01431391905231984,43744,Lincolnwood,0,0,1,0,0,1,SCHOOL DISTRICT 74,COMMUNITY HIGH SCHOOL  219,8.872,105132,FALSE,TRUE,TRUE
8070,211,77,77091,92510,55070,NA,W,4687,110,3,2,1,11,5,1,1,2,5,2,1,1,3,0,2,2,2,2,3,1,2,2,0,2960,2,2,2,2,NA,1,CHICAGO,60623,4311,0.01020644861980978,0.947344003711436,0,0.04244954766875435,0,14000,Chicago,0,0,1,0,0,0,PENN,INFINITY HS,6.913,25405,FALSE,TRUE,TRUE
8071,202,20,20080,163530,43090,NA,W,4788,68,NA,2,1,6,3,1,1,1,5,1,0,3,1,0,NA,NA,2,2,2,1,2,2,0,958,2,1,1,NA,NA,NA,ELMWOOD PARK,60707,6466,0.5850603154964429,0.06155273739560779,0.03959171048561707,0.3137952366223322,0,23724,Elmwood Park,0,0,1,0,0,0,SCHOOL DISTRICT UNIT  401,SCHOOL DISTRICT UNIT  401,10.001,52871,FALSE,TRUE,TRUE
8072,206,33,33050,517910,128310,NA,T,12220,96,NA,2,5,8,4,1,3,2,5,2,1,2,2,1,2,2,2,2,3,2,1,1,0,2970,2,1,2,3,NA,1,RIVER FOREST,60305,5895,0.7974554707379135,0.07684478371501273,0.04359626802374894,0.06870229007633588,0.02680237489397794,64304,River Forest,0,0,5,1,0,0,SCHOOL DISTRICT 90,CONSOLIDATED HIGH SCHOOL  200,10.646,126250,FALSE,TRUE,TRUE
8073,204,72,72030,121700,31250,NA,W,3125,60,NA,2,2,7,4,3,3,2,5,2,0,1,1,0,2,2,2,2,7,NA,NA,NA,0,1875,2,2,1,3,NA,NA,CHICAGO,60629,4503,0.08860759493670886,0.01021541194759049,0,0.8996224739062847,0.00310903841883189,14000,Chicago,0,0,1,0,0,0,PECK,HUBBARD HS,6.873317191283292,64861,FALSE,FALSE,TRUE
8074,205,70,70111,158450,51200,NA,W,6400,104,NA,2,1,7,4,3,1,1,5,2,0,3,2,1,2,2,2,2,3,1,2,2,0,1584,2,1,2,NA,NA,1,CHICAGO,60628,2008,0.04033864541832669,0.9038844621513944,0.00597609561752988,0.01543824701195219,0.06872509960159362,14000,Chicago,0,0,1,0,0,1,BENNETT,HARLAN HS,6.908,54137,FALSE,TRUE,TRUE
8075,203,39,39110,212210,48300,NA,W,9200,72,NA,3,1,6,3,1,3,1,5,1,1,2,1,1,2,2,2,2,3,1,2,2,0,1719,2,1,5,1,NA,NA,OAK LAWN,60453,4265,0.7570926143024619,0.03423212192262603,0.00328253223915592,0.19835873388042205,0.01406799531066823,54820,Oak Lawn,0,0,1,0,0,0,SCHOOL DISTRICT  123,COMMUNITY HIGH SCHOOL  229,12.437,70030,FALSE,TRUE,TRUE
8076,205,70,70111,34090,32000,NA,W,4000,70,NA,2,1,5,2,1,3,1,5,1,0,3,2,0,2,NA,2,2,5,2,2,2,0,1234,2,1,2,NA,NA,NA,CHICAGO,60619,2340,0.00683760683760683,0.9478632478632478,0,0.01538461538461538,0.05726495726495726,14000,Chicago,0,0,1,0,0,1,GILLESPIE,HARLAN HS,6.908,55667,FALSE,TRUE,TRUE
8077,203,12,12073,100350,31350,NA,W,6600,35,NA,1,1,6,3,1,3,1,5,1,0,3,1,1,2,NA,2,2,3,1,1,2,0,1464,2,1,1,NA,NA,NA,LYNWOOD,60411,8891,0.2217973231357553,0.6219772803959059,0.00236193903947812,0.1336182656619053,0.02924305477449106,45421,Lynwood,0,0,4,0,0,0,SCHOOL DISTRICT  171,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,15.182,54518,FALSE,TRUE,TRUE
8078,211,71,71270,132270,39060,NA,W,3125,122,2,1,1,9,5,3,3,2,5,2,0,1,2,0,NA,NA,2,2,1,1,2,2,0,1764,2,2,2,3,NA,1,CHICAGO,60639,5333,0.0817551096943559,0.04050253140821301,0,0.8777423588974311,0,14000,Chicago,0,0,1,0,0,0,PRIETO,STEINMETZ COLLEGE PREP HS,6.894,46000,FALSE,TRUE,TRUE
8079,234,72,72423,238300,50270,AV,W,5292,23,NA,3,1,6,3,3,1,1,5,1,1,3,1,1,2,2,2,2,7,NA,NA,NA,0,1296,2,1,4,NA,NA,NA,CHICAGO,60655,6661,0.8683380873742681,0.01095931541810539,0.02402041735475154,0.09488064855126858,0.00360306260321273,14000,Chicago,0,0,1,0,0,0,MOUNT GREENWOOD,MORGAN PARK HS,6.908,100361,FALSE,FALSE,TRUE
8080,234,38,38040,256550,70740,NA,W,11319,57,NA,3,1,6,3,3,1,1,5,1,1,3,1,1,1,NA,1,2,3,3,1,2,0,1352,1,1,4,NA,NA,NA,ARLINGTON HEIGHTS,60004,4494,0.815086782376502,0.01424121050289274,0.08433466844681797,0.06230529595015576,0.04806408544726302,02154,Arlington Heights,0,0,1,0,0,0,SCHOOL DISTRICT 25,ARLINGTON HTS TWNSHP H S 214,9.004,108068,FALSE,TRUE,TRUE
8081,295,29,29033,192300,33590,NA,W,5375,34,NA,1,1,6,3,4,3,1,5,1,1,3,2,1,2,NA,2,2,3,1,1,1,0,1524,2,1,2,NA,NA,NA,HOFFMAN ESTATES,60192,4955,0.6302724520686176,0.02119071644803229,0.2343087790110999,0.06881937436932392,0.09081735620585268,35411,Hoffman Estates,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,10.023,116563,FALSE,TRUE,TRUE
8082,278,12,12061,130690,36300,NA,O,7261,55,NA,3,1,8,4,1,3,1,5,1,0,3,2,1,NA,NA,2,2,3,3,1,2,0,2381,2,1,2,NA,NA,NA,CHICAGO HEIGHTS,60411,3395,0.42091310751104566,0.27952871870397644,0,0.2721649484536082,0.05478645066273932,14026,Chicago Heights,0,0,1,0,0,0,SCHOOL DISTRICT  167,BLOOM TOWNSHIP HIGH SCHOOL  206,20.623,70337,FALSE,TRUE,TRUE
8083,203,71,71090,218320,54370,NA,W,3750,97,NA,2,1,5,2,1,1,2,5,2,1,1,1,1,2,NA,2,2,7,NA,NA,NA,0,1002,2,1,1,3,NA,1,CHICAGO,60641,7859,0.5728464181193537,0.0255757729991093,0.03053823641684693,0.31683420282478686,0.10510243033464818,14000,Chicago,0,0,1,0,0,0,PORTAGE PARK,SCHURZ HS,6.884772382397572,76545,FALSE,FALSE,TRUE
8084,278,25,25052,354510,121470,NA,T,9344,42,NA,1,1,8,4,1,3,1,5,1,1,3,2,1,NA,NA,2,2,3,1,1,2,0,2389,2,1,2,NA,NA,NA,NORTHBROOK,60062,5600,0.8053571428571429,7.142857142857143e-4,0.14625,0.02553571428571428,0.04428571428571428,53481,Northbrook,0,0,1,0,0,0,SCHOOL DISTRICT 27,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.599,138992,FALSE,TRUE,TRUE
8085,205,31,31110,197380,45300,NA,W,7550,71,NA,3,1,7,4,1,3,1,5,1,1,3,2,0,NA,NA,2,2,3,1,2,2,0,1590,2,1,2,NA,NA,NA,WESTCHESTER,60154,2313,0.5317769130998703,0.16169476869865976,0.04193687851275399,0.24297449200172935,0.04323389537397319,80047,Westchester,0,0,1,0,0,1,SCHOOL DISTRICT 92 1/2,PROVISO TOWNSHIP HIGH SCHOOL 209,9.688,91023,FALSE,TRUE,TRUE
8086,203,37,37121,33520,15960,NA,O,5805,63,NA,3,1,5,3,4,3,1,5,1,0,2,1,0,NA,NA,2,2,3,2,2,2,0,1080,2,1,1,3,NA,NA,MARKHAM,60428,3361,0.00922344540315382,0.9818506396905684,0,0.00535554894376673,0.00357036596251115,47007,Markham,0,0,1,0,0,0,SCHOOL DISTRICT  152 1/2,THORNTON TOWNSHIP HIGH SCHOOL  205,29.158,37500,FALSE,TRUE,TRUE
8087,203,25,25131,298980,119920,NA,W,9225,61,NA,3,1,7,4,1,3,1,5,2,1,2,2,1,NA,NA,2,2,2,1,1,2,0,1728,2,1,1,3,NA,NA,GLENVIEW,60025,5365,0.7875116495806151,0.02218080149114631,0.10456663560111835,0.06150978564771668,0.04100652376514446,29938,Glenview,0,0,1,0,0,0,SCHOOL DISTRICT C C 34,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.153,118542,FALSE,TRUE,TRUE
8088,202,72,72221,49950,42650,NA,T,6562,102,NA,1,1,4,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,1,1,2,2,0,940,2,1,1,NA,NA,NA,CHICAGO,60620,2778,0.00143988480921526,0.9946004319654428,0,0.00395968322534197,0,14000,Chicago,0,0,1,0,0,0,COOK,HYDE PARK HS,6.873317191283292,19660,FALSE,TRUE,TRUE
8089,211,74,74011,276590,325500,NA,W,3100,3,4,2,2,24,12,1,3,1,5,1,4,3,8,0,2,2,2,2,3,2,2,2,0,5820,2,2,3,NA,NA,1,CHICAGO,60610,4142,0.31313375181071945,0.5958474167069049,0.01834862385321101,0.04056011588604539,0.06422018348623854,14000,Chicago,0,0,1,0,0,0,MANIERRE,LINCOLN PARK HS,6.89,36927,FALSE,TRUE,TRUE
8090,211,72,72150,85960,30240,NA,W,3780,94,2,2,2,8,4,1,1,2,5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,2100,2,2,2,NA,NA,NA,CHICAGO,60629,4694,0.01981252662974009,0.7895185342991052,0.00532594801874733,0.12207072858968895,0.12654452492543672,14000,Chicago,0,0,1,0,0,0,MCKAY,GAGE PARK HS,6.934,28817,FALSE,TRUE,TRUE
8091,211,71,71210,139160,41250,NA,W,3750,97,2,2,1,8,4,1,3,1,5,2,0,3,2,0,2,2,2,2,2,1,2,2,0,2216,2,2,2,NA,NA,NA,CHICAGO,60639,4963,0.00463429377392706,0.7890388877694943,0,0.19605077574047955,0.01027604271609913,14000,Chicago,0,0,1,0,0,0,LOVETT,STEINMETZ COLLEGE PREP HS,6.884772382397572,45479,FALSE,TRUE,TRUE
8092,211,73,73070,574170,187200,NA,W,3600,105,4,2,2,16,8,1,3,2,5,2,0,3,4,0,2,NA,2,2,7,NA,NA,NA,0,3926,2,2,2,NA,NA,NA,CHICAGO,60618,1718,0.619324796274738,0.0209545983701979,0.05762514551804423,0.26949941792782306,0.06286379511059371,14000,Chicago,0,0,3,1,0,0,AUDUBON,LAKE VIEW HS,6.89,109130,FALSE,FALSE,TRUE
8093,203,71,71150,201320,46120,NA,W,3690,107,NA,1,1,5,2,1,3,1,5,2,0,1,1,0,2,NA,2,2,3,1,2,2,0,1030,2,1,5,1,NA,1,CHICAGO,60641,4197,0.4565165594472242,0.01524898737193233,0.05480104836788182,0.46056707171789374,0.02239695020252561,14000,Chicago,0,0,1,0,0,0,"GRAY, W",SCHURZ HS,6.894,71190,FALSE,TRUE,TRUE
8094,202,71,71070,170890,50800,NA,T,3175,121,NA,1,1,6,2,4,3,1,5,2,0,3,1,0,NA,NA,2,2,1,1,2,2,0,661,2,1,1,NA,NA,NA,CHICAGO,60618,2761,0.30278884462151395,0.00144875045273451,0.04708438971387178,0.6316551973922492,0.02426657008330315,14000,Chicago,0,0,3,1,0,0,REILLY,SCHURZ HS,6.919,66994,FALSE,TRUE,TRUE
8095,278,22,22087,286140,57900,NA,T,6434,49,NA,2,1,8,4,3,1,1,5,1,0,3,2,1,2,2,2,2,3,2,1,1,0,2347,2,1,2,NA,NA,NA,NILES,60714,6096,0.8006889763779528,0.00688976377952755,0.12073490813648294,0.05561023622047244,0.03215223097112861,53000,Niles,0,0,1,0,0,0,SCHOOL DISTRICT  63,MAINE TOWNSHIP HIGH SCHOOL  207,8.007443298969072,103417,FALSE,TRUE,TRUE
8096,204,34,34020,257190,94180,NA,W,10764,112,NA,1,1,8,4,3,3,2,5,2,1,1,2,1,2,2,2,2,3,1,2,2,0,1904,2,1,5,1,NA,NA,RIVERSIDE,60546,3616,0.8426438053097345,0.01161504424778761,0.00995575221238938,0.12997787610619468,0.01161504424778761,64421,Riverside,0,0,1,0,0,0,SCHOOL DISTRICT 96,RIVERSIDE BROOKFIELD HIGH SCHOOL 208,12.07,125486,FALSE,TRUE,TRUE
8097,212,72,72091,55740,20310,NA,W,3125,119,4,2,2,7,4,3,3,2,5,2,0,1,3,1,2,2,2,2,7,NA,NA,NA,0,2728,2,2,2,3,NA,NA,CHICAGO,60609,1373,0.02621995630007283,0.9140568099053168,0.00364166059723233,0.056081573197378,0,14000,Chicago,0,0,4,1,0,0,SHERMAN,TILDEN HS,6.873317191283292,30121,FALSE,FALSE,TRUE
8098,295,73,73084,332710,78840,NA,W,876,27,NA,2,1,6,3,2,3,1,5,1,0,3,2,0,2,NA,1,2,7,NA,NA,NA,0,1508,1,1,3,NA,NA,NA,CHICAGO,60613,3533,0.6255307104443816,0.21341636003396547,0.04245683555052363,0.08915935465609963,0.04924992923860741,14000,Chicago,0,0,1,0,0,0,GREELEY,LAKE VIEW HS,6.89,72778,FALSE,FALSE,TRUE
8099,204,33,33020,595750,102160,AV,W,9730,93,NA,2,1,9,4,3,3,1,5,1,1,2,3,0,2,2,2,2,3,2,2,2,0,2982,2,1,5,1,NA,2,RIVER FOREST,60305,5895,0.7974554707379135,0.07684478371501273,0.04359626802374894,0.06870229007633588,0.02680237489397794,64304,River Forest,0,0,1,0,0,0,SCHOOL DISTRICT 90,CONSOLIDATED HIGH SCHOOL  200,10.646,126250,FALSE,TRUE,TRUE
8100,202,72,72361,53120,40690,NA,W,4284,64,NA,3,1,7,4,4,3,1,5,2,0,2,2,0,2,2,2,2,3,1,2,2,0,963,2,1,1,3,NA,NA,CHICAGO,60638,1654,0.07315598548972188,0.6783555018137848,0,0.23579201934703747,0.02539298669891173,14000,Chicago,0,0,6,1,0,0,HEARST,KENNEDY HS,6.873317191283292,48250,FALSE,TRUE,TRUE
8101,278,23,23044,1030130,159300,NA,W,8850,13,NA,2,1,10,4,1,1,1,5,1,2,3,4,1,2,2,2,2,3,1,2,2,0,3334,2,1,2,NA,NA,NA,WINNETKA,60093,5279,0.9143777230536086,0.00303087706004925,0.02292100776662246,0.03371850729304793,0.04110627012691797,82530,Winnetka,0,0,1,0,0,0,SCH DISTRICT 36,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.997,211042,FALSE,TRUE,TRUE
8102,203,16,16012,163480,46800,NA,T,7200,54,NA,2,1,4,2,1,3,1,5,2,0,3,1,1,NA,NA,2,2,1,1,2,2,0,1332,2,1,1,NA,NA,NA,MOUNT PROSPECT,60056,6562,0.5292593721426394,0.02941176470588235,0.16626028649801888,0.22416946053032613,0.09280707101493448,51089,Mount Prospect,0,0,1,0,0,1,SCHOOL DISTRICT C C  59,ARLINGTON HTS TWNSHP H S 214,8.666,48029,FALSE,TRUE,TRUE
8103,295,25,25061,299120,48080,NA,T,4007,31,NA,2,2,6,3,1,3,1,5,1,1,3,2,1,2,NA,1,2,3,2,1,1,161,2610,1,1,2,NA,NA,NA,NORTHBROOK,60062,6242,0.8646267222044216,0.05414931111823133,0.06087792374239026,0.00833066324895866,0.0193848125600769,NA,NA,0,0,1,0,0,0,SCHOOL DISTRICT 28,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.476,103548,FALSE,TRUE,TRUE
